Line Group.1 Group.2 x weekmax weekmin e abnm
655 19 2012 3741428.57142857 3880000 3620000 NA 1.31511640682389
656 20 2012 3524285.71428571 3590000 3470000 NA 1.10095809104552
657 21 2012 3430000 3460000 3400000 NA 1.00554011346982
658 22 2012 3382857.14285714 3400000 3360000 NA 0.980405768183765
659 23 2012 3235714.28571429 3330000 3120000 NA 1.03263403029747
660 24 2012 2962857.14285714 3080000 2840000 NA 0.979683714353601
661 25 2012 2670000 2790000 2570000 NA 0.707154553274311
662 26 2012 2458571.42857143 2540000 2390000 NA 0.59267210596723
663 27 2012 2292857.14285714 2380000 2200000 NA 0.542747291882156
664 28 2012 2100000 2170000 2030000 NA 0.401876765926772
665 29 2012 1982857.14285714 2010000 1970000 NA 0.476422678858315
666 30 2012 1954285.71428571 1980000 1920000 NA 0.866352634677373
667 31 2012 1870000 1900000 1850000 NA 0.936046978412253
668 32 2012 1827142.85714286 1850000 1790000 NA 1.39792950495807
669 33 2012 1725714.28571429 1770000 1690000 NA 1.28528157599618
670 34 2012 1628571.42857143 1670000 1590000 NA 0.997664157644074
671 35 2012 1541428.57142857 1580000 1500000 NA 0.768733453898388
672 36 2012 1470000 1490000 1440000 NA 0.594288922415313
673 37 2012 1371428.57142857 1420000 1330000 NA 0.221439951740772
674 38 2012 1310000 1330000 1300000 NA -0.0240936371707918
675 39 2012 1322857.14285714 1350000 1300000 NA 0.0251398134009711
676 40 2012 1398571.42857143 1490000 1340000 NA 0.0309556785296576
677 41 2012 1617142.85714286 1720000 1520000 NA 0.161736659776119
678 42 2012 1842857.14285714 1930000 1750000 NA 0.243188304020483
679 43 2012 1990000 2030000 1940000 NA 0.101880954234259
680 44 2012 2082857.14285714 2120000 2050000 NA -0.0469149733005409
681 45 2012 2157142.85714286 2180000 2140000 NA 0.027567999565409
682 46 2012 2250000 2310000 2190000 NA 0.189204859132878
683 47 2012 2367142.85714286 2420000 2320000 NA 0.423200110545613
684 48 2012 2442857.14285714 2470000 2430000 NA 0.514363043775021
685 49 2012 2512857.14285714 2550000 2480000 NA 0.377594522355637
686 50 2012 2590000 2620000 2550000 NA 0.165866805426017
687 51 2012 2655714.28571429 2720000 2620000 NA -0.20876659109847
688 52 2012 2767142.85714286 2820000 2730000 NA -0.534525945906031
689 53 2012 2856666.66666667 2870000 2840000 NA -0.492590390688456
690 1 2013 2963333.33333333 3070000 2880000 NA -0.406201915210538
691 2 2013 3211428.57142857 3320000 3100000 NA -0.379610004336277
692 3 2013 3394285.71428571 3420000 3340000 NA -0.34767492191211
693 4 2013 3441428.57142857 3460000 3430000 NA -0.455941295781476
694 5 2013 3601428.57142857 3800000 3490000 NA -0.41449069853931
695 6 2013 4107142.85714286 4300000 3890000 NA 0.421574197349744
696 7 2013 4407142.85714286 4450000 4340000 NA 0.851764277574943
697 8 2013 4472857.14285714 4590000 4400000 NA 0.823623837796951
698 9 2013 4640000 4660000 4620000 NA 0.860984724805105
699 10 2013 4452857.14285714 4600000 4300000 NA 0.468407628252775
700 11 2013 4224285.71428571 4270000 4190000 NA 0.0154336482970007
701 12 2013 4194285.71428571 4220000 4170000 NA -0.0577437668348596
702 13 2013 4081428.57142857 4180000 3980000 NA -0.0821680004322081
703 14 2013 3884285.71428571 3960000 3830000 NA -0.139080590358137
704 15 2013 3812857.14285714 3820000 3810000 NA -0.00902456364842528
705 16 2013 3738571.42857143 3800000 3660000 NA 0.0809958215781113
706 17 2013 3554285.71428571 3630000 3460000 NA -0.122927510525881
707 18 2013 3374285.71428571 3430000 3320000 NA -0.145853371727282
708 19 2013 3264285.71428571 3300000 3240000 NA 0.0720281834268448
709 20 2013 3240000 3250000 3230000 NA 0.339915748992599
710 21 2013 3252857.14285714 3260000 3250000 NA 0.560323024792151
711 22 2013 3247142.85714286 3260000 3190000 NA 0.662845536411447
712 23 2013 2978571.42857143 3130000 2850000 NA 0.336629595779791
713 24 2013 2717142.85714286 2810000 2620000 NA 0.124835853783643
714 25 2013 2477142.85714286 2590000 2360000 NA -0.110849327655398
715 26 2013 2260000 2330000 2200000 NA -0.262846639543195
716 27 2013 2132857.14285714 2190000 2080000 NA -0.143891142498991
717 28 2013 1971428.57142857 2050000 1900000 NA -0.217329127193028
718 29 2013 1831428.57142857 1880000 1770000 NA -0.326677103464121
719 30 2013 1707142.85714286 1750000 1670000 NA -0.545250190024099
720 31 2013 1608571.42857143 1660000 1540000 NA -0.59098089250569
721 32 2013 1450000 1510000 1410000 NA -0.933511453143681
722 33 2013 1400000 1400000 1400000 NA -0.768202096123028
723 34 2013 1372857.14285714 1400000 1340000 NA -0.593474223755776
724 35 2013 1307142.85714286 1330000 1290000 NA -0.661993428256957
725 36 2013 1260000 1280000 1240000 NA -0.645383879851687
726 37 2013 1218571.42857143 1230000 1210000 NA -0.719679843157508
727 38 2013 1214285.71428571 1220000 1210000 NA -0.607979865628931
728 39 2013 1215714.28571429 1230000 1210000 NA -0.615925428323766
729 40 2013 1270000 1300000 1240000 NA -0.732950581960263
730 41 2013 1331428.57142857 1360000 1310000 NA -1.37430982971776
731 42 2013 1398571.42857143 1420000 1370000 NA -1.62019801968429
732 43 2013 1455714.28571429 1480000 1430000 NA -1.68750884416745
733 44 2013 1521428.57142857 1570000 1490000 NA -1.70532204536885
734 45 2013 1660000 1720000 1600000 NA -1.68919289968677
735 46 2013 1817142.85714286 1880000 1740000 NA -1.49694432666895
736 47 2013 1970000 2050000 1900000 NA -1.19758086387786
737 48 2013 2214285.71428571 2340000 2090000 NA -0.63524047230391
738 49 2013 2534285.71428571 2690000 2390000 NA 0.492632280062551
739 50 2013 2877142.85714286 2980000 2750000 NA 1.72291865746091
740 51 2013 3044285.71428571 3070000 3e+06 NA 2.16306809499324
741 52 2013 3048571.42857143 3060000 3040000 NA 1.40494035186136
742 53 2013 3065000 3070000 3060000 NA 0.520724788607736
743 1 2014 3276666.66666667 3480000 3090000 NA 0.707726189386269
744 2 2014 3825714.28571429 4060000 3560000 NA 1.3517874226306
745 3 2014 4218571.42857143 4250000 4120000 NA 1.47327905639307
746 4 2014 4117142.85714286 4220000 4020000 NA 1.06457738509729
747 5 2014 4012857.14285714 4020000 4010000 NA 0.554710826597263
748 6 2014 4057142.85714286 4090000 4030000 NA 0.305645893408086
749 7 2014 4048571.42857143 4090000 3980000 NA 0.0631841533774852
750 8 2014 3928571.42857143 3970000 3850000 NA -0.358299635651781
751 9 2014 3718571.42857143 3810000 3640000 NA -0.818456245454852
752 10 2014 3591428.57142857 3630000 3560000 NA -0.939539310837677
753 11 2014 3527142.85714286 3550000 3490000 NA -1.0605121186939
754 12 2014 3468571.42857143 3480000 3460000 NA -1.08300396865612
755 13 2014 3480000 3490000 3470000 NA -1.07843857207265
756 14 2014 3438571.42857143 3460000 3410000 NA -1.07285711093986
757 15 2014 3290000 3400000 3210000 NA -1.28517990502336
758 16 2014 3248571.42857143 3270000 3210000 NA -1.1177012231477
759 17 2014 3265714.28571429 3270000 3250000 NA -0.813816334005216
760 18 2014 3192857.14285714 3240000 3140000 NA -0.601566004953334
761 19 2014 3108571.42857143 3120000 3100000 NA -0.333650308639855
762 20 2014 3115714.28571429 3130000 3100000 NA 0.00719874518051871
763 21 2014 3135714.28571429 3140000 3130000 NA 0.26590527260208
764 22 2014 3125714.28571429 3140000 3090000 NA 0.378712697457267
765 23 2014 2994285.71428571 3060000 2930000 NA 0.379163200111426
766 24 2014 2754285.71428571 2880000 2660000 NA 0.254057042009333
767 25 2014 2555714.28571429 2630000 2450000 NA 0.222411512723373
768 26 2014 2305714.28571429 2410000 2230000 NA -0.0658926837422332
769 27 2014 2138571.42857143 2210000 2070000 NA -0.119368341271092
770 28 2014 2e+06 2060000 1920000 NA -0.0797278176108498
771 29 2014 1867142.85714286 1910000 1830000 NA -0.137266777444679
772 30 2014 1812857.14285714 1820000 1800000 NA 0.0585567985765319
773 31 2014 1777142.85714286 1810000 1740000 NA 0.393660029725551
774 32 2014 1674285.71428571 1720000 1630000 NA 0.452989419666829
775 33 2014 1550000 1610000 1490000 NA 0.177481173931872
776 34 2014 1452857.14285714 1480000 1440000 NA -0.0956879144910185
777 35 2014 1455714.28571429 1480000 1430000 NA 0.245296789695213
778 36 2014 1398571.42857143 1430000 1360000 NA 0.172631506678238
779 37 2014 1322857.14285714 1350000 1300000 NA -0.0776074597222321
780 38 2014 1285714.28571429 1290000 1280000 NA -0.17224387424226
781 39 2014 1304285.71428571 1330000 1290000 NA -0.085978161831317
782 40 2014 1421428.57142857 1510000 1340000 NA 0.166761235950087
783 41 2014 1637142.85714286 1730000 1540000 NA 0.26925991404069
784 42 2014 1850000 1940000 1760000 NA 0.273146283501267
785 43 2014 2060000 2150000 1970000 NA 0.336319724613093
786 44 2014 2247142.85714286 2280000 2180000 NA 0.438369538882298
787 45 2014 2284285.71428571 2330000 2260000 NA 0.466624666328178
788 46 2014 2338571.42857143 2350000 2330000 NA 0.534225484610479
789 47 2014 2391428.57142857 2450000 2340000 NA 0.522312616175825
790 48 2014 2507142.85714286 2550000 2460000 NA 0.837689032672222
791 49 2014 2590000 2610000 2560000 NA 0.79173045010053
792 50 2014 2647142.85714286 2690000 2610000 NA 0.475727870507588
793 51 2014 2771428.57142857 2830000 2710000 NA 0.497551826450899
794 52 2014 2940000 3040000 2860000 NA 0.656719851199827
795 53 2014 3125000 3150000 3100000 NA 0.812559560245039
796 1 2015 3325000 3440000 3210000 NA 0.879555524669819
797 2 2015 3607142.85714286 3710000 3490000 NA 0.735732059081919
798 3 2015 3907142.85714286 4120000 3740000 NA 0.785292977934615
799 4 2015 4301428.57142857 4420000 4170000 NA 1.47926429806423
800 5 2015 4318571.42857143 4430000 4160000 NA 1.27488140430291
801 6 2015 4080000 4150000 4040000 NA 0.358641689495701
802 7 2015 4322857.14285714 4440000 4200000 NA 0.666400822086297
803 8 2015 4475714.28571429 4520000 4390000 NA 0.82982816049222
804 9 2015 4181428.57142857 4330000 4040000 NA 0.0251699163501492
805 10 2015 4030000 4220000 3950000 NA -0.22272387086957
806 11 2015 4754285.71428571 5050000 4390000 NA 0.833417008038036
807 12 2015 5378571.42857143 5510000 5150000 NA 1.61536786172779
808 13 2015 4950000 5330000 4620000 NA 1.35662655433593
809 14 2015 4285714.28571429 4520000 4070000 NA 0.701916852858093
810 15 2015 3857142.85714286 4010000 3700000 NA 0.0990650964133869
811 16 2015 3540000 3650000 3440000 NA -0.404773534739344
812 17 2015 3315714.28571429 3410000 3230000 NA -0.69410787449147
813 18 2015 3204285.71428571 3210000 3200000 NA -0.572859697348544
814 19 2015 3252857.14285714 3290000 3220000 NA 0.042253615201766
815 20 2015 3295714.28571429 3310000 3280000 NA 0.489064750701463
816 21 2015 3240000 3270000 3210000 NA 0.528008881259095
817 22 2015 3168571.42857143 3200000 3130000 NA 0.478994875911683
818 23 2015 3071428.57142857 3110000 2990000 NA 0.587964530466729
819 24 2015 2902857.14285714 2960000 2860000 NA 0.770941794912099
820 25 2015 2787142.85714286 2840000 2710000 NA 1.20401616983902
821 26 2015 2612857.14285714 2680000 2540000 NA 1.25739170679547
822 27 2015 2438571.42857143 2530000 2340000 NA 1.16807872319356
823 28 2015 2230000 2320000 2140000 NA 1.02796272452568
824 29 2015 2074285.71428571 2120000 2010000 NA 0.961313113468087
825 30 2015 1924285.71428571 1990000 1870000 NA 0.695002002777195
826 31 2015 1821428.57142857 1860000 1770000 NA 0.652336882176132
827 32 2015 1734285.71428571 1750000 1720000 NA 0.823900481183016
828 33 2015 1717142.85714286 1730000 1690000 NA 1.23124253199305
829 34 2015 1641428.57142857 1680000 1590000 NA 1.07766552877591
830 35 2015 1518571.42857143 1570000 1470000 NA 0.629150343444209
831 36 2015 1417142.85714286 1450000 1380000 NA 0.282262434769877
832 37 2015 1378571.42857143 1390000 1370000 NA 0.265417512250038
833 38 2015 1367142.85714286 1380000 1350000 NA 0.324495155938544
834 39 2015 1364285.71428571 1370000 1360000 NA 0.273018373534536
835 40 2015 1398571.42857143 1440000 1360000 NA 0.0309556785296576
836 41 2015 1502857.14285714 1550000 1460000 NA -0.45268193602143
837 42 2015 1600000 1640000 1560000 NA -0.775382998326177
838 43 2015 1687142.85714286 1720000 1650000 NA -0.912425562506817
839 44 2015 1768571.42857143 1820000 1730000 NA -0.975285344432929
840 45 2015 1877142.85714286 1890000 1850000 NA -0.939343311507659
841 46 2015 1927142.85714286 1970000 1900000 NA -1.06845096922096
842 47 2015 2041428.57142857 2090000 1990000 NA -0.906073494377233
843 48 2015 2161428.57142857 2200000 2110000 NA -0.901086285397162
844 49 2015 2268571.42857143 2340000 2210000 NA -0.933835915503188
845 50 2015 2442857.14285714 2520000 2370000 NA -0.632025437159028
846 51 2015 2642857.14285714 2740000 2550000 NA -0.287246415270625
847 52 2015 2815714.28571429 2860000 2770000 NA -0.199795721925872
848 53 2015 2890000 2900000 2880000 NA -0.330459962001065
849 1 2016 3123333.33333333 3280000 2950000 NA 0.162612436072938
850 2 2016 3475714.28571429 3630000 3330000 NA 0.36529353982389
851 3 2016 3654285.71428571 3690000 3610000 NA 0.226698776617427
852 4 2016 3552857.14285714 3600000 3520000 NA -0.205200371661934
853 5 2016 3461428.57142857 3510000 3410000 NA -0.744288439731617
854 6 2016 3428571.42857143 3530000 3390000 NA -1.15173849900133
855 7 2016 3850000 4070000 3610000 NA -0.373519580739832
856 8 2016 4311428.57142857 4410000 4140000 NA 0.473079605514257
857 9 2016 4322857.14285714 4370000 4310000 NA 0.282944576901677
858 10 2016 4327142.85714286 4330000 4320000 NA 0.262936101486673
859 11 2016 4284285.71428571 4350000 4190000 NA 0.108035538079005
860 12 2016 4170000 4180000 4160000 NA -0.0920536554784843
861 13 2016 4107142.85714286 4150000 4060000 NA -0.0395721090081509
862 14 2016 3864285.71428571 4020000 3740000 NA -0.180980818845779
863 15 2016 3597142.85714286 3710000 3490000 NA -0.535525811046281
864 16 2016 3397142.85714286 3460000 3340000 NA -0.754247891802262
865 17 2016 3284285.71428571 3320000 3230000 NA -0.769353191900111
866 18 2016 3142857.14285714 3220000 3040000 NA -0.727156100724293
867 19 2016 2932857.14285714 3010000 2860000 NA -0.791434295100445
868 20 2016 2758571.42857143 2830000 2690000 NA -0.94888459910707
869 21 2016 2612857.14285714 2670000 2560000 NA -1.04820323107556
870 22 2016 2497142.85714286 2540000 2450000 NA -1.09209258654084
871 23 2016 2394285.71428571 2430000 2360000 NA -1.24484714709648
872 24 2016 2278571.42857143 2340000 2220000 NA -1.40096817641971
873 25 2016 2131428.57142857 2200000 2080000 NA -1.57719702532199
874 26 2016 2005714.28571429 2070000 1940000 NA -1.35840301868604
875 27 2016 1832857.14285714 1920000 1760000 NA -1.43133820696364
876 28 2016 1677142.85714286 1740000 1610000 NA -1.63462261588946
877 29 2016 1547142.85714286 1590000 1530000 NA -1.83438329857888
878 30 2016 1535714.28571429 1540000 1520000 NA -1.52439665802512
879 31 2016 1507142.85714286 1520000 1500000 NA -1.18343432876347
880 32 2016 1495714.28571429 1510000 1470000 NA -0.650912549131348
881 33 2016 1461428.57142857 1470000 1440000 NA -0.380922280767212
882 34 2016 1412857.14285714 1430000 1400000 NA -0.344581069123397
883 35 2016 1350000 1400000 1280000 NA -0.400275096155369
884 36 2016 1202857.14285714 1260000 1150000 NA -0.982709812441346
885 37 2016 1130000 1150000 1100000 NA -1.2650015934724
886 38 2016 1060000 1090000 1030000 NA -1.54916960702414
887 39 2016 1041428.57142857 1060000 1030000 NA -1.658724888196
888 40 2016 1122857.14285714 1210000 1060000 NA -1.60719885785428
889 41 2016 1354285.71428571 1460000 1250000 NA -1.25142611055824
890 42 2016 1607142.85714286 1710000 1500000 NA -0.745425018845393
891 43 2016 1850000 1950000 1750000 NA -0.366996586523408
892 44 2016 2064285.71428571 2120000 1980000 NA -0.101773222503819
893 45 2016 2112857.14285714 2140000 2080000 NA -0.125361850655332
894 46 2016 2107142.85714286 2130000 2080000 NA -0.367280020669703
895 47 2016 2148571.42857143 2170000 2130000 NA -0.468812440126297
896 48 2016 2237142.85714286 2280000 2190000 NA -0.520280120696015
897 49 2016 2372857.14285714 2430000 2300000 NA -0.373985494662872
898 50 2016 2537142.85714286 2630000 2450000 NA -0.120754679774435
899 51 2016 2737142.85714286 2820000 2660000 NA 0.288272295325161
900 52 2016 2865714.28571429 2880000 2850000 NA 0.144779508641938
901 53 2016 2846666.66666667 2850000 2840000 NA -0.541229519294673
902 1 2017 2826666.66666667 2830000 2820000 NA -0.892064173598509
903 2 2017 2834285.71428571 2860000 2810000 NA -1.44260749438106
904 3 2017 2907142.85714286 2970000 2860000 NA -1.42383663179437
905 4 2017 3048571.42857143 3100000 2990000 NA -1.33996378466448
906 5 2017 3155714.28571429 3190000 3120000 NA -1.46445901743726
907 6 2017 3335714.28571429 3550000 3210000 NA -1.36703392060727
908 7 2017 3847142.85714286 4040000 3630000 NA -0.379803087705548
909 8 2017 4165714.28571429 4220000 4080000 NA 0.156659148055541
910 9 2017 4045714.28571429 4110000 4e+06 NA -0.222189606401317
911 10 2017 3961428.57142857 3990000 3950000 NA -0.334799249105626
912 11 2017 3991428.57142857 4100000 3940000 NA -0.343949876333158
913 12 2017 4274285.71428571 4390000 4140000 NA 0.0552770428147291
914 13 2017 4541428.57142857 4610000 4430000 NA 0.67982516837592
915 14 2017 4527142.85714286 4610000 4430000 NA 1.20771246817319
916 15 2017 4241428.57142857 4400000 4070000 NA 1.03700440469169
917 16 2017 3960000 4030000 3920000 NA 0.622681075025633
918 17 2017 3918571.42857143 3920000 3910000 NA 0.749234123074272
919 18 2017 3668571.42857143 3870000 3460000 NA 0.593334049096079
920 19 2017 3217142.85714286 3390000 3060000 NA -0.0507919105016051
921 20 2017 2894285.71428571 3010000 2790000 NA -0.585572928277787
922 21 2017 2675714.28571429 2760000 2600000 NA -0.890222973802834
923 22 2017 2528571.42857143 2580000 2500000 NA -1.01855232234094
924 23 2017 2534285.71428571 2560000 2510000 NA -0.865911399414637
925 24 2017 2534285.71428571 2550000 2530000 NA -0.511329995942839
926 25 2017 2531428.57142857 2540000 2500000 NA 0.119403616606297
927 26 2017 2390000 2470000 2310000 NA 0.297241172265788
928 27 2017 2234285.71428571 2290000 2170000 NA 0.2913885792962
929 28 2017 2115714.28571429 2150000 2080000 NA 0.477557486196971
930 29 2017 2031428.57142857 2070000 2e+06 NA 0.734020722244756
931 30 2017 1967142.85714286 1990000 1950000 NA 0.939788619777449
932 31 2017 1895714.28571429 1940000 1810000 NA 1.08624644112549
933 32 2017 1740000 1780000 1700000 NA 0.859225344184558
934 33 2017 1625714.28571429 1680000 1590000 NA 0.65482606262625
935 34 2017 1577142.85714286 1590000 1570000 NA 0.677658673116729
936 35 2017 1614285.71428571 1650000 1590000 NA 1.21365461847109
937 36 2017 1655714.28571429 1680000 1630000 NA 1.69059820333171
938 37 2017 1611428.57142857 1620000 1590000 NA 1.69908598485209
939 38 2017 1548571.42857143 1590000 1510000 NA 1.43126457406069
940 39 2017 1524285.71428571 1540000 1510000 NA 1.23034246784348
941 40 2017 1667142.85714286 1800000 1550000 0 1.62667097821971
942 41 2017 1977142.85714286 2110000 1840000 0 2.0971552365384
943 42 2017 2294285.71428571 2430000 2160000 0 2.13653260720604
944 43 2017 2582857.14285714 2690000 2470000 0 2.08743380540193
945 44 2017 2785714.28571429 2820000 2730000 2 2.02925876577735
946 45 2017 2732857.14285714 2770000 2710000 0 2.01565605243503
947 46 2017 2708571.42857143 2710000 2700000 2 1.97552132329917
948 47 2017 2722857.14285714 2740000 2700000 3 1.87490681065872
949 48 2017 2747142.85714286 2760000 2730000 4 2.0447727245551
950 49 2017 2727142.85714286 2740000 2710000 1 1.52797209942478
951 50 2017 2707142.85714286 2710000 2700000 3 0.801081988843237
952 51 2017 2722857.14285714 2730000 2720000 1 0.201072490689434
953 52 2017 2745714.28571429 2760000 2730000 6 -0.682201044720807
954 53 2017 2775000 2780000 2770000 NA -0.889809940972563
955 1 2018 2908333.33333333 3090000 2800000 2 -0.601731848464234
956 2 2018 3648571.42857143 4060000 3220000 7 0.85250072276108
957 3 2018 4537142.85714286 4760000 4200000 4 2.17704463206388
958 4 2018 4700000 4760000 4660000 11 2.37614529587644
959 5 2018 4701428.57142857 4730000 4660000 17 2.17677726797167
960 6 2018 4567142.85714286 4630000 4450000 22 1.488114593613
961 7 2018 4210000 4380000 4070000 39 0.418202296940484
962 8 2018 3960000 4030000 3910000 59 -0.290052086003823
963 9 2018 3845714.28571429 3890000 3800000 108 -0.586719429403478
964 10 2018 4088571.42857143 4380000 3800000 90 -0.126992818626272
965 11 2018 4681428.57142857 4900000 4460000 126 0.720971856159888
966 12 2018 4911428.57142857 5020000 4760000 0 0.955407062523949
967 13 2018 4700000 4700000 4700000 0 0.942499832157603
